label,w,seed,n_folds,mean_mse,median_mse,mean_mae,median_mae,mean_skill,median_skill,max_fold_mse,p95_fold_mse,p90_fold_mse,min_fold_skill
blend_w0.00,0.0,42,130,5.792948717948718,4.30952380952381,0.7667124542124543,0.7217261904761905,0.08496608737727146,0.14657586224536612,51.13690476190476,13.461681547619046,8.966220238095241,-1.848812188918843
blend_w0.00,0.0,123,130,5.927804487179487,3.9613095238095237,0.7745764652014653,0.6979166666666666,0.02189468279213356,0.09807718484348715,47.375,12.711904761904757,9.870982142857143,-11.325917002157274
blend_w0.00,0.0,456,130,6.047126831501831,4.290922619047619,0.7730196886446886,0.6994047619047619,-0.057121379227060995,0.13672841398980173,46.967261904761905,17.962276785714284,9.737351190476193,-11.343371432686588
blend_w0.00,0.0,789,130,7.038278388278388,4.069940476190476,0.7892857142857144,0.7239583333333333,-0.2914378170659987,0.1080155548079495,193.13988095238096,16.580580357142846,8.829464285714286,-52.47754530202215
blend_w0.00,0.0,1024,130,5.933940018315019,4.12202380952381,0.7729510073260073,0.7008928571428571,0.0741600420798157,0.06323776923341312,60.68154761904762,13.679166666666667,9.568750000000003,-1.2697397894946678
blend_w0.05,0.05,42,130,5.684201436584249,4.243327752976191,0.7616935668498168,0.7161830357142858,0.10411475529254392,0.16335809819888486,49.79486235119047,13.00538671875,8.747339657738099,-1.7215906481632963
blend_w0.05,0.05,123,130,5.837368332188644,3.9331082589285713,0.7706839514652014,0.6962053571428571,0.04012512465451341,0.10396944333731756,46.451964285714276,12.457033110119042,9.505262648809529,-11.020214483000307
blend_w0.05,0.05,456,130,5.913364840888278,4.250178571428571,0.7675761217948718,0.6954613095238096,-0.023244331944192138,0.1507101709398843,41.784140625,17.648526599702375,9.459046875000002,-9.98120577639406
blend_w0.05,0.05,789,130,6.816601934523809,4.070078125,0.7837213827838828,0.7194196428571429,-0.23404280093070756,0.12170122326277688,173.32846354166665,16.35827064732142,8.698235863095238,-46.992060031686094
blend_w0.05,0.05,1024,130,5.841222184065933,4.036776413690476,0.7684031593406594,0.6961309523809524,0.09136847614109574,0.08748920940042165,59.264434523809506,13.551759672619045,9.488077008928572,-1.203358207278177
blend_w0.10,0.1,42,130,5.584269116300366,4.214360119047619,0.7567181776556776,0.7132440476190476,0.12141280490537666,0.17073737484317386,48.483020833333335,12.573795386904761,8.537721726190481,-1.599845812309007
blend_w0.10,0.1,123,130,5.757067193223444,3.8955580357142856,0.7668646978021978,0.6938988095238094,0.05609233141613052,0.1164763823220547,45.5525,12.269586309523806,9.347102678571433,-10.75255069550436
blend_w0.10,0.1,456,130,5.790316048534798,4.13218005952381,0.7621531593406594,0.6933035714285715,0.008192007316204748,0.1592713273016857,36.9395386904762,17.346234374999995,9.20288541666667,-8.708005706894662
blend_w0.10,0.1,789,130,6.610363782051282,3.957983630952381,0.7782119963369963,0.7099702380952382,-0.18068392655023327,0.1401261737397405,154.61058035714288,16.14271056547618,8.667735119047618,-41.80935803858958
blend_w0.10,0.1,1024,130,5.756663003663004,3.880282738095238,0.7639606227106228,0.6904017857142857,0.10682695766224669,0.10536228054706498,57.87410714285714,13.429895833333333,9.410075892857144,-1.151668027995453
blend_w0.15,0.15,42,130,5.49315175709707,4.192579985119048,0.7519019001831502,0.7112351190476189,0.13686023621576984,0.17584884784033444,47.20138020833333,12.18556343005952,8.468196428571435,-1.4835776813559747
blend_w0.15,0.15,123,130,5.6869010702838825,3.8787816220238094,0.7633155906593406,0.6904389880952382,0.06979630307698527,0.14167828058321286,44.67660714285714,12.124556547619042,9.147208705357142,-10.522925639669417
blend_w0.15,0.15,456,130,5.677980454441392,4.129587053571428,0.756858402014652,0.6934151785714285,0.03718763855412994,0.16630053635053027,34.477340029761905,17.055400111607135,9.038318824404765,-7.523771224188387
blend_w0.15,0.15,789,130,6.4195639308608055,3.8408314732142856,0.7728663003663003,0.6945684523809523,-0.13136119392457532,0.15621591299275506,136.9862313988095,15.93390011160713,8.640640625000001,-36.92943932273256
blend_w0.15,0.15,1024,130,5.6802624771062264,3.8152064732142854,0.7597252747252747,0.6844122023809524,0.12053548664326875,0.11586732981309805,56.51056547619047,13.371234747023808,9.290606770833332,-1.100973699325047
blend_w0.20,0.2,42,130,5.410849358974359,4.174285714285714,0.7473695054945055,0.7092261904761905,0.15045704922372327,0.17944150370467726,45.949940476190484,11.813886904761905,8.407845238095247,-1.372786255304201
blend_w0.20,0.2,123,130,5.6268699633699635,3.8393750000000004,0.7600961538461538,0.687797619047619,0.08123703963707735,0.15822949037811435,43.82428571428572,11.985190476190475,8.643642857142861,-10.33133931549549
blend_w0.20,0.2,456,130,5.57635805860806,4.02029761904762,0.7517857142857143,0.6927083333333335,0.06374256176958311,0.17222009489572904,35.16107142857144,16.776023809523803,9.003982142857145,-6.428502328275246
blend_w0.20,0.2,789,130,6.244202380952381,3.7973214285714287,0.7677289377289377,0.6895833333333334,-0.08607460305373414,0.17056292789631677,120.45541666666668,15.880232142857132,8.616952380952382,-32.35230388411509
blend_w0.20,0.2,1024,130,5.612020604395605,3.7079166666666667,0.7557806776556777,0.6791666666666667,0.13249406308416178,0.11832065567867522,55.17380952380953,13.390925595238096,9.098910714285715,-1.0512752212669594
blend_w0.25,0.25,42,130,5.337361921932234,4.105794270833333,0.7431747939560439,0.7066592261904763,0.16220324392923713,0.18517541966715706,44.72870163690476,11.548916480654759,8.343536086309529,-1.2674715341536835
blend_w0.25,0.25,123,130,5.576973872481685,3.750279017857143,0.7573460393772894,0.6867559523809523,0.090414541096407,0.16799150898561643,42.995535714285715,11.851488095238095,8.289081101190481,-10.177791722982569
blend_w0.25,0.25,456,130,5.485448861034799,3.9029017857142856,0.7470323946886447,0.6863839285714286,0.0878567769625646,0.17478988716354593,35.862816220238095,16.508105468749992,8.902818080357145,-5.4221990191552285
blend_w0.25,0.25,789,130,6.0842791323260075,3.806501116071429,0.762900641025641,0.6843377976190477,-0.044824153937709325,0.18022375792459794,105.01813616071429,15.938062686011893,8.596670386904764,-28.077951722737122
blend_w0.25,0.25,1024,130,5.551937385531136,3.6605282738095237,0.7521978021978022,0.6768973214285714,0.14270268698492589,0.13105939878398654,53.863839285714285,13.18901134672619,8.982254464285717,-1.0025725938211898
blend_w0.30,0.3,42,130,5.272689445970696,3.998058035714286,0.7395043498168499,0.7003720238095239,0.17209882033231136,0.1993530582170614,43.53766369047619,11.36905282738095,8.262055059523812,-1.1676335179044237
blend_w0.30,0.3,123,130,5.5372127976190475,3.6822395833333332,0.7551591117216118,0.6858630952380952,0.09732880745497406,0.17207198251131572,42.19035714285714,11.723449404761903,8.128428571428577,-10.062282862130663
blend_w0.30,0.3,456,130,5.405252861721611,3.8355654761904763,0.7427163461538461,0.6803571428571429,0.10953028413307422,0.1804514840064847,36.5825744047619,15.868807291666657,8.815014880952386,-4.50486129682834
blend_w0.30,0.3,789,130,5.939794184981685,3.8335565476190476,0.758610347985348,0.6776785714285714,-0.0076098465765010665,0.18935825523039884,90.67438988095236,16.00133705357142,8.579794642857143,-24.106382838598677
blend_w0.30,0.3,1024,130,5.50001282051282,3.6289285714285713,0.7491254578754578,0.6764136904761904,0.15116135834556108,0.14388672410087927,52.58065476190476,13.03209151785714,8.84894494047619,-0.9548658169877386
blend_w0.35,0.35,42,130,5.216831931089743,3.9564360119047617,0.7362402701465202,0.6952380952380952,0.18014377843294582,0.20003768487779944,42.37682663690477,11.196965587797617,8.189687872023809,-1.073272206556422
blend_w0.35,0.35,123,130,5.507586738782051,3.7052864583333336,0.7533671016483516,0.6852678571428571,0.10197983871277855,0.18402348719750122,41.40875,11.61025,8.043714285714291,-9.98481273293977
blend_w0.35,0.35,456,130,5.335770060668498,3.823656994047619,0.7387837683150184,0.6774925595238095,0.12876308328111188,0.18467254125196125,37.320345982142854,15.003872209821427,8.780167410714293,-3.676489161294583
blend_w0.35,0.35,789,130,5.810747538919414,3.912453497023809,0.7546817765567765,0.6755208333333333,0.025568319029890485,0.2021419940396194,77.42417782738096,16.070055245535706,8.566325148809524,-20.437597231699765
blend_w0.35,0.35,1024,130,5.456246909340659,3.607894345238095,0.7464674908424909,0.6751860119047619,0.1578700771660672,0.16229263755487228,51.32425595238095,12.903316778273807,8.710889508928576,-0.9081548907666059
blend_w0.40,0.4,42,130,5.169789377289377,3.8946130952380953,0.7335531135531136,0.6953869047619048,0.1863381182311407,0.21416255652859495,41.24619047619048,11.03265476190476,7.907910714285717,-0.984387600109677
blend_w0.40,0.4,123,130,5.488095695970696,3.6867559523809526,0.7520856227106227,0.6803571428571429,0.10436763486982048,0.1875084569953432,40.65071428571429,11.524803571428569,7.987440476190481,-9.945381335409888
blend_w0.40,0.4,456,130,5.277000457875459,3.840952380952381,0.7353411172161173,0.6711309523809523,0.14555517440667778,0.19262094194472873,38.07613095238095,14.359666666666664,8.75480357142858,-2.9370826125539504
blend_w0.40,0.4,789,130,5.6971391941391945,3.8595535714285716,0.7512042124542124,0.6727678571428571,0.05471034288146558,0.20802686050394603,65.2675,16.144217261904753,8.556261904761906,-17.071594902040363
blend_w0.40,0.4,1024,130,5.4206396520146525,3.5968750000000003,0.7442513736263736,0.6739583333333333,0.16282884344644438,0.17359726830714023,50.09464285714286,12.787666666666663,8.683809523809527,-0.8624398151577917
blend_w0.45,0.45,42,130,5.131561784569597,3.833355654761905,0.7312814789377289,0.6941964285714286,0.1906818397268959,0.21357693319486076,40.145755208333334,10.876120349702381,7.714347098214291,-1.123276719075359
blend_w0.45,0.45,123,130,5.478739669184982,3.738941592261905,0.7511773122710623,0.6789434523809523,0.10449219592609987,0.1965607141849806,39.916250000000005,11.453763020833332,8.443565104166668,-9.943988669541016
blend_w0.45,0.45,456,130,5.228944053342491,3.8640866815476196,0.7323952609890111,0.6672247023809523,0.15990655750977176,0.20082265467055438,38.849929315476196,12.584256138392858,8.72789732142858,-2.366193924224199
blend_w0.45,0.45,789,130,5.598969150641026,3.856661086309524,0.7480540293040293,0.6697544642857143,0.07981622497822408,0.215662275034384,54.20435639880954,16.223823102678562,8.549604910714288,-14.008375849620492
blend_w0.45,0.45,1024,130,5.393191048534799,3.6188895089285715,0.7424313186813187,0.6678199404761904,0.16603765718669258,0.17539062077810696,48.89181547619048,12.685141183035713,9.00459449404762,-0.8752908671097424
blend_w0.50,0.5,42,130,5.102149152930403,3.7786458333333335,0.7291952838827839,0.6875,0.19317494292021145,0.22049310159952507,39.075520833333336,10.727362351190475,8.151078869047623,-1.3626906090463091
blend_w0.50,0.5,123,130,5.479518658424908,3.7410714285714284,0.7504750457875458,0.6822916666666666,0.10235352188161677,0.19605019693008874,39.657738095238095,11.47176339285714,8.522767857142872,-9.980634735333155
blend_w0.50,0.5,456,130,5.191600847069597,3.826636904761905,0.7297218406593408,0.6659226190476191,0.17181723259039397,0.20463125553567013,39.64174107142857,12.405617559523808,8.713392857142866,-2.0009271270587314
blend_w0.50,0.5,789,130,5.516237408424908,3.8718377976190474,0.7450778388278388,0.6692708333333333,0.10088596532016611,0.22518287424897065,44.234747023809526,16.308872767857135,8.546354166666669,-11.247940074440134
blend_w0.50,0.5,1024,130,5.373901098901099,3.6337425595238093,0.7408081501831502,0.6670386904761905,0.16749651838681184,0.17901431323006328,47.71577380952381,12.595740327380947,8.904799107142857,-0.962897318623898
blend_w0.55,0.55,42,130,5.081551482371794,3.7781677827380955,0.7282137133699634,0.68046875,0.19381742781108738,0.22118754422404796,38.035487351190476,10.586380766369047,8.131725446428574,-1.6381098561034553
blend_w0.55,0.55,123,130,5.490432663690476,3.7329166666666667,0.7507045558608059,0.6829613095238095,0.09795161273637108,0.19235727953324666,39.92747023809524,12.154759486607142,8.614019717261916,-10.055319532786307
blend_w0.55,0.55,456,130,5.164970839056776,3.7650520833333334,0.727987065018315,0.6672247023809523,0.18128719964854434,0.21112259987869558,40.45156622023809,12.254557663690473,8.575407366071426,-1.6763298815462133
blend_w0.55,0.55,789,130,5.448943967490843,3.889281994047619,0.7431627747252747,0.6739955357142857,0.11791956390729157,0.23045637094351384,43.33033110119048,16.39936625744047,8.54650967261905,-8.790287576499297
blend_w0.55,0.55,1024,130,5.362769803113553,3.6202362351190476,0.7403582875457875,0.6653645833333333,0.16720542704680214,0.18183318096666207,46.566517857142856,12.519464099702374,8.770924479166668,-1.0548959331954846
blend_w0.60,0.6,42,130,5.069768772893773,3.772291666666667,0.7274107142857142,0.6796130952380952,0.19260929439952362,0.2196241893062807,37.02565476190476,10.590041666666666,8.095726190476192,-1.9495344602467952
blend_w0.60,0.6,123,130,5.5114816849816854,3.7341071428571433,0.7510714285714286,0.6851190476190476,0.09128646849036286,0.18165752099776739,40.334583333333335,13.517791666666659,8.77830357142858,-10.16804306190047
blend_w0.60,0.6,456,130,5.14905402930403,3.768690476190476,0.7264239926739927,0.6611607142857143,0.18831645868422278,0.21157887472597064,41.27940476190476,12.114845238095235,8.24526190476191,-1.3924021876866424
blend_w0.60,0.6,789,130,5.397088827838828,3.856220238095238,0.7414056776556777,0.6680059523809524,0.1309170207396004,0.23250333289166542,42.85279761904762,16.49530357142857,8.55007142857143,-6.635418355797988
blend_w0.60,0.6,1024,130,5.359797161172161,3.7042559523809526,0.7401671245421245,0.6668154761904761,0.16516438316666346,0.1895066915096123,45.44404761904762,12.456312499999992,8.647619047619049,-1.1512867108245017
blend_w0.65,0.65,42,130,5.066801024496337,3.759672619047619,0.7271274038461538,0.6729910714285714,0.18955054268552024,0.2203986593206973,36.04602306547619,10.576153273809522,8.099753720238095,-2.2969644214763303
blend_w0.65,0.65,123,130,5.542665722298535,3.818377976190476,0.7518790064102564,0.6872767857142856,0.08235808914359209,0.17910670879463236,40.87907738095238,15.06422674851189,8.950329241071435,-10.318805322675644
blend_w0.65,0.65,456,130,5.143850417811356,3.788232886904762,0.725247825091575,0.6562872023809523,0.19290500969742944,0.21339770409024278,42.12525669642857,11.986480282738091,8.049536830357145,-1.149144045480019
blend_w0.65,0.65,789,130,5.360671989468864,3.7942243303571432,0.7400171703296703,0.6600446428571429,0.13987833581709272,0.2340022177426309,42.38771205357143,16.596684709821425,8.557039434523812,-4.783332412336195
blend_w0.65,0.65,1024,130,5.364983173076923,3.791344866071429,0.740467032967033,0.6722470238095238,0.16137338674639579,0.19069298305607985,44.34836309523809,12.518142671130944,8.534882812500001,-1.2520696515109506
blend_w0.70,0.7,42,130,5.072648237179488,3.7302083333333336,0.7273889652014652,0.6690476190476191,0.1846411726690772,0.21553525053638417,35.09659226190476,10.490481398809523,8.153297619047622,-2.6803997397920596
blend_w0.70,0.7,123,130,5.583984775641026,3.8745684523809523,0.7531902472527473,0.6880952380952381,0.07116647469605879,0.1723742960768198,41.56095238095238,15.223536458333317,9.13009672619048,-10.507606315111829
blend_w0.70,0.7,456,130,5.149360004578755,3.756175595238095,0.7246989468864469,0.6550595238095238,0.19505285268816422,0.21607775109376065,42.98912202380952,12.093230654761898,8.095260416666669,-0.946555454926344
blend_w0.70,0.7,789,130,5.339693452380952,3.79139880952381,0.7391987179487179,0.6601190476190477,0.1448035091397685,0.22970473440736944,41.935074404761906,15.705232142857142,8.567413690476194,-3.45114399099646
blend_w0.70,0.7,1024,130,5.378327838827839,3.8073437499999994,0.7412934981684982,0.6755208333333333,0.15583243778599914,0.19187173959471843,43.27946428571428,12.79456324404761,8.432715773809527,-1.3572447552548295
blend_w0.75,0.75,42,130,5.087310410943223,3.765950520833333,0.7280420100732601,0.6703869047619048,0.17788118435019445,0.2218925028834211,34.177362351190474,10.467601376488096,8.491331845238099,-3.0998404151939845
blend_w0.75,0.75,123,130,5.6354388450091575,3.831752232142857,0.754862065018315,0.6884300595238095,0.05771162514776292,0.16545059473014573,42.380208333333336,15.235737537202365,9.317606026785716,-10.734446039209029
blend_w0.75,0.75,456,130,5.165582789606227,3.758138020833333,0.724722413003663,0.6517857142857143,0.19475998765642716,0.2215574919486542,43.87100074404762,12.276236979166661,8.149432663690476,-0.784636416025617
blend_w0.75,0.75,789,130,5.334153216575092,3.7857142857142856,0.7388106684981685,0.6655505952380952,0.1456925407076277,0.22361871762736768,41.49488467261905,14.360677083333321,8.853320312500003,-3.8813785548453135
blend_w0.75,0.75,1024,130,5.399831158424909,3.83984375,0.74253663003663,0.6750372023809523,0.14854153628547356,0.19187204178301243,42.23735119047619,13.065313430059518,8.341117931547622,-1.46681202205614
blend_w0.80,0.8,42,130,5.110787545787546,3.776130952380952,0.7293223443223443,0.6711309523809523,0.16927057772887208,0.21113828446012506,33.288333333333334,10.475095238095237,8.8569880952381,-3.5552864476821044
blend_w0.80,0.8,123,130,5.69702793040293,3.8478869047619053,0.7570489926739926,0.6886904761904762,0.04199354049870452,0.1627041889775776,43.336845238095236,15.251568452380937,9.35857142857143,-10.999324494967237
blend_w0.80,0.8,456,130,5.192518772893773,3.736369047619047,0.7252953296703296,0.6511904761904762,0.19202641460221825,0.21735012592977854,44.77089285714286,12.467657738095236,8.212053571428571,-0.6633869287778373
blend_w0.80,0.8,789,130,5.344051282051282,3.786309523809524,0.7391620879120879,0.6715773809523811,0.14254543052067037,0.219470160256739,41.067142857142855,14.668199404761893,8.598380952380959,-4.336987604051871
blend_w0.80,0.8,1024,130,5.429493131868132,3.911755952380952,0.7443658424908425,0.6757440476190477,0.13950068224481899,0.192182200897833,42.568690476190476,13.348681547619043,8.26008928571429,-1.5807714519148814
blend_w0.85,0.85,42,130,5.143079641712454,3.743629092261905,0.7310353708791208,0.6722842261904762,0.1588093528051101,0.20036364666274853,32.42950520833333,10.490646019345236,9.239215029761906,-4.0467378372564164
blend_w0.85,0.85,123,130,5.768752031822345,3.9687276785714287,0.7595633012820513,0.6879092261904762,0.024012220748883602,0.15172471449794495,44.43086309523809,15.271029203869032,9.37453199404762,-11.302241682386455
blend_w0.85,0.85,456,130,5.2301679544413915,3.700379464285714,0.7264142628205128,0.6510044642857142,0.1868521335255375,0.21214993930210668,45.68879836309524,12.667492931547615,8.283123139880953,-0.5828069931830053
blend_w0.85,0.85,789,130,5.369387648809523,3.8221391369047617,0.7401694139194139,0.6747395833333334,0.13536217857889646,0.21959880476194088,40.65184895833333,14.989665178571414,8.618973958333338,-4.8179711386161355
blend_w0.85,0.85,1024,130,5.467313759157509,3.8984244791666667,0.7467090201465202,0.6775669642857143,0.12870987566403544,0.1824253803832443,42.93519717261905,13.644667596726187,8.292778273809526,-1.709754244248801
blend_w0.90,0.9,42,130,5.184186698717949,3.7309449404761903,0.7330528846153846,0.6738839285714285,0.1464975095789084,0.1899390334729122,31.60087797619048,10.581840773809523,9.621653273809525,-4.574194583916926
blend_w0.90,0.9,123,130,5.850611149267399,4.041123511904761,0.7623912545787546,0.6865327380952381,0.0037676658983000623,0.14523693249742875,45.662261904761905,15.294119791666652,9.243206845238099,-11.64319760146669
blend_w0.90,0.9,456,130,5.278530334249084,3.7093452380952385,0.728073489010989,0.6540178571428572,0.17923714442638491,0.21090915953869216,46.624717261904756,12.875742559523806,8.36264136904762,-0.5428966092411216
blend_w0.90,0.9,789,130,5.410162316849816,3.8604836309523805,0.741632326007326,0.6798363095238096,0.12414278488230601,0.21529181326022245,40.24900297619048,15.218372767857131,8.636702380952388,-5.324329158538104
blend_w0.90,0.9,1024,130,5.51329304029304,4.004322916666666,0.7494093406593406,0.6783482142857143,0.11616911654312294,0.1812663102294667,43.3105505952381,13.953271577380951,8.675772321428573,-2.050235295437828
blend_w0.95,0.95,42,130,5.2341087168040294,3.7799200148809526,0.7352214972527473,0.6782738095238094,0.13233504805026708,0.1781462199525698,30.904237351190474,10.878853050595236,9.585397693452382,-5.137656687663629
blend_w0.95,0.95,123,130,5.942605282738095,4.127607886904762,0.7653485576923077,0.688876488095238,-0.018740124053045933,0.14521964300665685,47.03104166666667,15.320840215773794,9.100671502976194,-12.022192252207933
blend_w0.95,0.95,456,130,5.3376059123168496,3.7415252976190474,0.7300921474358975,0.6508556547619048,0.16918144730476048,0.208179709062918,47.578649553571424,13.092406622023807,8.450608258928572,-0.6753393047534593
blend_w0.95,0.95,789,130,5.466375286172162,3.940645461309524,0.7437248168498168,0.6822916666666666,0.10888724943089899,0.2032343849575125,39.85860491071429,15.36359933035713,9.047040178571429,-5.856061663817778
blend_w0.95,0.95,1024,130,5.567430975274726,4.109810267857142,0.752330586080586,0.6874255952380952,0.10187840488208148,0.17561353605968355,43.694750744047624,14.274493489583332,8.705195684523815,-2.41429874079308
blend_w1.00,1.0,42,130,5.292845695970696,3.8043154761904763,0.7374656593406593,0.6815476190476191,0.11632196821918613,0.1637405350190565,30.870535714285715,11.188988095238095,9.486755952380955,-5.737124148496526
blend_w1.00,1.0,123,130,6.044734432234432,4.183779761904762,0.7683150183150182,0.6897321428571428,-0.043511149105154544,0.12916135832626913,48.53720238095238,15.351190476190462,9.016517857142862,-12.439225634610189
blend_w1.00,1.0,456,130,5.407394688644689,3.765625,0.732257326007326,0.6488095238095238,0.15668504216066417,0.19984003400378336,48.55059523809524,13.317485119047618,8.547023809523811,-1.0035197975303651
blend_w1.00,1.0,789,130,5.538026556776557,3.986607142857143,0.7465430402930403,0.6897321428571428,0.08959557222467542,0.19013080704975194,39.48065476190476,15.512276785714276,9.049404761904766,-6.413168654455159
blend_w1.00,1.0,1024,130,5.629727564102565,4.18452380952381,0.7552999084249084,0.6941964285714286,0.08583774068091103,0.15220657588610104,44.08779761904762,14.653571428571428,8.669940476190481,-2.801944580314559
